"";"FIPS";"CountyName";"StateName";"NumberOfSchools";"NumberOfHospitals";"AverageHospitalRating";"UnemploymentRate";"ZHVIPerSqft_AllHomes";"AverageHousePrice";"MedianRentalPrice_AllHomes"
"421";"42091";"Montgomery";"Pennsylvania";"164";"16";"2.20";"3.40";"129.70";"234897.70";"1567.73"
"422";"42095";"Northampton";"Pennsylvania";"61";"3";"2.00";"4.40";"105.66";"166893.87";"1271.05"
"423";"42101";"Philadelphia";"Pennsylvania";"308";"35";"2.93";"5.60";"72.33";"93100.77";"1393.03"
"424";"42107";"Schuylkill";"Pennsylvania";"38";"3";"4.00";"5.30";"41.39";"62066.28";"752.08"
"425";"42125";"Washington";"Pennsylvania";"56";"4";"2.67";"4.40";"78.41";"105213.03";"1007.27"
"426";"42133";"York";"Pennsylvania";"109";"7";"3.33";"3.80";"97.34";"141408.81";"1097.56"
"427";"44003";"Kent";"Rhode Island";"47";"1";"3.00";"3.70";"142.13";"179532.18";"1408.78"
"428";"44005";"Newport";"Rhode Island";"21";"2";"4.00";"3.60";"196.40";"292978.54";"2002.87"
"429";"44007";"Providence";"Rhode Island";"189";"15";"3.00";"4.40";"136.49";"182825.29";"1358.52"
"430";"44009";"Washington";"Rhode Island";"38";"2";"3.00";"3.60";"175.74";"273752.87";"1561.62"
"431";"45003";"Aiken";"South Carolina";"39";"1";"2.00";"3.50";"59.88";"89558.43";"980.23"
"432";"45007";"Anderson";"South Carolina";"55";"4";"";"3.40";"64.73";"95452.49";"903.89"
"433";"45019";"Charleston";"South Carolina";"85";"11";"3.67";"2.90";"124.15";"203437.55";"1443.44"
"434";"45035";"Dorchester";"South Carolina";"29";"2";"";"3.20";"85.41";"143979.69";"1285.65"
"435";"45045";"Greenville";"South Carolina";"103";"12";"4.40";"3.10";"76.21";"131446.36";"1197.79"
"436";"45051";"Horry";"South Carolina";"56";"5";"3.50";"4.40";"100.75";"142401.53";"1054.90"
"437";"45063";"Lexington";"South Carolina";"71";"3";"3.00";"3.00";"72.44";"115242.53";"1127.16"
"438";"45077";"Pickens";"South Carolina";"27";"2";"3.00";"3.50";"75.34";"111832.57";"994.48"
"439";"45079";"Richland";"South Carolina";"107";"16";"2.00";"3.60";"70.81";"117781.99";"1093.06"
"440";"45083";"Spartanburg";"South Carolina";"84";"6";"3.50";"3.30";"65.60";"102881.23";"1023.99"
"441";"45085";"Sumter";"South Carolina";"28";"1";"";"4.30";"68.39";"84921.35";"1005.71"
"442";"45091";"York";"South Carolina";"63";"2";"1.00";"3.40";"81.93";"135761.69";"1331.67"
"443";"46099";"Minnehaha";"South Dakota";"78";"8";"";"2.70";"99.17";"129912.69";"969.89"
"444";"47009";"Blount";"Tennessee";"29";"2";"2.00";"3.30";"79.43";"112859.39";"1162.50"
"445";"47011";"Bradley";"Tennessee";"26";"2";"";"3.60";"69.46";"97986.59";"884.00"
"446";"47037";"Davidson";"Tennessee";"167";"15";"3.17";"2.70";"90.32";"143962.84";"1503.63"
"447";"47065";"Hamilton";"Tennessee";"78";"13";"2.50";"3.40";"64.52";"121591.95";"1230.01"
"448";"47093";"Knox";"Tennessee";"93";"13";"3.50";"3.00";"83.39";"125127.59";"995.05"
"449";"47113";"Madison";"Tennessee";"28";"3";"";"3.80";"55.78";"84202.68";"910.83"
"450";"47119";"Maury";"Tennessee";"21";"1";"4.00";"3.30";"74.13";"108345.21";"1389.29"
"451";"47125";"Montgomery";"Tennessee";"41";"1";"";"3.90";"72.20";"110920.69";"1031.59"
"452";"47141";"Putnam";"Tennessee";"21";"1";"3.00";"3.50";"69.02";"110082.38";"913.88"
"453";"47149";"Rutherford";"Tennessee";"61";"4";"3.00";"2.70";"84.38";"133786.97";"1161.95"
"454";"47157";"Shelby";"Tennessee";"322";"23";"2.00";"4.20";"62.43";"100731.80";"952.26"
"455";"47163";"Sullivan";"Tennessee";"43";"5";"3.00";"3.70";"62.18";"100062.07";"819.17"
"456";"47165";"Sumner";"Tennessee";"47";"3";"2.50";"2.80";"83.38";"139506.13";"1482.30"
"457";"47179";"Washington";"Tennessee";"29";"8";"3.00";"3.60";"71.40";"104990.80";"864.35"
"458";"47187";"Williamson";"Tennessee";"48";"2";"4.00";"2.50";"115.29";"281809.58";"1911.16"
"459";"47189";"Wilson";"Tennessee";"27";"2";"";"2.80";"90.50";"173240.61";"1560.89"
"460";"48027";"Bell";"Texas";"121";"10";"3.50";"4.10";"64.64";"104500.77";"973.33"
"461";"48041";"Brazos";"Texas";"47";"6";"3.00";"2.90";"80.23";"133866.67";"1324.73"
"462";"48061";"Cameron";"Texas";"182";"11";"3.50";"6.20";"54.36";"67944.83";"1111.97"
"463";"48085";"Collin";"Texas";"277";"28";"3.83";"3.30";"85.63";"200489.29";"1679.04"
"464";"48091";"Comal";"Texas";"48";"5";"4.00";"3.30";"94.54";"182104.21";"1382.45"
"465";"48099";"Coryell";"Texas";"28";"1";"";"4.00";"70.10";"100314.94";"890.00"
"466";"48113";"Dallas";"Texas";"728";"58";"3.22";"3.70";"71.75";"117046.61";"1324.31"
"467";"48121";"Denton";"Texas";"234";"19";"3.75";"3.10";"84.17";"173666.15";"1571.54"
"468";"48139";"Ellis";"Texas";"63";"3";"3.00";"3.30";"71.38";"127208.81";"1306.65"
"469";"48141";"El Paso";"Texas";"279";"17";"2.33";"4.30";"66.51";"96236.78";"1124.06"
"470";"48183";"Gregg";"Texas";"48";"6";"4.00";"4.20";"59.70";"101336.02";"1120.00"
"471";"48221";"Hood";"Texas";"18";"1";"3.00";"3.70";"80.36";"149609.96";"1280.39"
"472";"48251";"Johnson";"Texas";"70";"1";"4.00";"3.50";"68.20";"113905.36";"1285.36"
"473";"48397";"Rockwall";"Texas";"24";"3";"3.00";"3.20";"80.15";"178959.76";"1578.69"
"474";"48439";"Tarrant";"Texas";"564";"54";"3.20";"3.50";"70.29";"126063.10";"1338.99"
"475";"48491";"Williamson";"Texas";"162";"12";"3.00";"3.00";"85.89";"166872.37";"1430.47"
"476";"49011";"Davis";"Utah";"103";"5";"3.00";"2.90";"129.31";"191613.79";"1276.63"
"477";"49021";"Iron";"Utah";"19";"1";"3.00";"3.60";"85.53";"173127.20";"990.83"
"478";"49035";"Salt Lake";"Utah";"300";"24";"3.43";"3.00";"146.21";"198992.72";"1317.33"
"479";"49047";"Uintah";"Utah";"14";"1";"";"4.80";"124.95";"183746.36";"813.96"
"480";"49049";"Utah";"Utah";"179";"10";"3.67";"2.80";"127.59";"191292.72";"1214.04"
"481";"49053";"Washington";"Utah";"53";"2";"4.00";"3.40";"104.16";"190117.62";"1145.73"
"482";"49057";"Weber";"Utah";"82";"2";"3.00";"3.50";"116.14";"151419.54";"996.56"
"483";"51003";"Albemarle";"Virginia";"28";"4";"3.00";"2.60";"146.25";"246962.84";"1382.81"
"484";"51013";"Arlington";"Virginia";"39";"1";"4.00";"2.00";"333.36";"443319.16";"2301.18"
"485";"51041";"Chesterfield";"Virginia";"67";"4";"";"2.90";"95.18";"171646.74";"1261.30"
"486";"51059";"Fairfax";"Virginia";"221";"8";"3.00";"2.50";"224.61";"390961.69";"2091.14"
"487";"51061";"Fauquier";"Virginia";"22";"1";"2.00";"2.60";"152.11";"267279.31";"1645.00"
"488";"51085";"Hanover";"Virginia";"26";"2";"4.00";"2.60";"111.80";"200410.34";"1385.09"
"489";"51087";"Henrico";"Virginia";"84";"5";"4.00";"3.00";"102.83";"170357.47";"1182.06"
"490";"51095";"James City";"Virginia";"15";"2";"";"3.00";"120.97";"258953.64";"1572.99"
"491";"51107";"Loudoun";"Virginia";"92";"4";"3.00";"2.50";"176.25";"372560.15";"2068.37"
"492";"51121";"Montgomery";"Virginia";"23";"2";"3.00";"3.00";"94.02";"162485.44";"1255.61"
"493";"51153";"Prince William";"Virginia";"96";"3";"2.00";"2.70";"156.03";"277159.77";"1794.39"
"494";"51161";"Roanoke";"Virginia";"26";"1";"";"2.80";"105.12";"141742.15";"1122.78"
"495";"51177";"Spotsylvania";"Virginia";"35";"1";"3.00";"3.00";"121.00";"185316.73";"1439.49"
"496";"51179";"Stafford";"Virginia";"32";"1";"";"3.00";"113.92";"257321.84";"1626.20"
"497";"51199";"York";"Virginia";"19";"2";"4.00";"2.80";"116.07";"236055.56";"1519.03"
"498";"51540";"Charlottesville City";"Virginia";"13";"1";"2.00";"2.50";"160.17";"197406.90";"1398.64"
"499";"51550";"Chesapeake City";"Virginia";"52";"1";"";"3.10";"106.04";"199363.22";"1448.15"
"500";"51650";"Hampton City";"Virginia";"37";"3";"3.00";"4.10";"92.63";"132309.58";"1105.41"
"501";"51670";"Hopewell City";"Virginia";"8";"2";"2.00";"4.70";"74.43";"92654.02";"881.46"
"502";"51680";"Lynchburg City";"Virginia";"22";"3";"";"4.00";"66.80";"106007.66";"824.22"
"503";"51700";"Newport News City";"Virginia";"50";"5";"3.00";"3.70";"97.06";"144166.28";"1188.98"
"504";"51710";"Norfolk City";"Virginia";"58";"7";"3.33";"3.70";"102.17";"142252.11";"1274.46"
"505";"51740";"Portsmouth City";"Virginia";"26";"2";"3.00";"4.10";"91.67";"122350.19";"1159.27"
"506";"51760";"Richmond City";"Virginia";"56";"6";"3.00";"3.60";"88.23";"121528.74";"1056.75"
"507";"51770";"Roanoke City";"Virginia";"28";"2";"";"3.30";"81.89";"95977.01";"819.41"
"508";"51800";"Suffolk City";"Virginia";"23";"3";"4.00";"3.30";"99.84";"182159.77";"1579.39"
"509";"51810";"Virginia Beach City";"Virginia";"92";"4";"3.50";"2.90";"117.53";"202385.06";"1396.62"
"510";"53005";"Benton";"Washington";"60";"4";"3.00";"5.20";"98.61";"157152.11";"1363.89"
"511";"53011";"Clark";"Washington";"133";"4";"3.00";"4.90";"129.11";"210679.31";"1432.55"
"512";"53029";"Island";"Washington";"26";"2";"3.00";"5.30";"146.75";"242067.43";"1253.98"
"513";"53033";"King";"Washington";"514";"32";"3.00";"3.40";"198.20";"333070.11";"1956.87"
"514";"53035";"Kitsap";"Washington";"80";"4";"";"4.70";"149.25";"230403.83";"1342.18"
"515";"53053";"Pierce";"Washington";"276";"12";"3.00";"5.20";"125.91";"211758.24";"1436.38"
"516";"53057";"Skagit";"Washington";"50";"3";"3.50";"5.30";"140.68";"240032.58";"1638.07"
"517";"53061";"Snohomish";"Washington";"224";"8";"3.00";"3.80";"153.93";"265800.00";"1629.43"
"518";"53063";"Spokane";"Washington";"172";"10";"3.00";"5.30";"105.98";"145546.36";"1014.04"
"519";"53067";"Thurston";"Washington";"80";"2";"3.00";"4.80";"122.39";"204631.80";"1406.85"
"520";"53073";"Whatcom";"Washington";"72";"2";"";"4.70";"137.34";"228824.52";"1305.09"
"521";"53077";"Yakima";"Washington";"110";"4";"2.25";"6.40";"93.23";"128626.82";"1133.89"
"522";"54003";"Berkeley";"West Virginia";"35";"2";"3.00";"4.10";"98.88";"154429.20";"1147.81"
"523";"54011";"Cabell";"West Virginia";"30";"6";"2.50";"4.70";"54.94";"94795.51";"857.50"
"524";"54037";"Jefferson";"West Virginia";"16";"1";"3.00";"3.40";"98.46";"179101.53";"1350.00"
"525";"54039";"Kanawha";"West Virginia";"72";"8";"3.22";"5.10";"60.68";"69583.52";"919.58"
"526";"54061";"Monongalia";"West Virginia";"19";"3";"2.50";"4.00";"88.18";"128431.42";"1225.60"
"527";"55025";"Dane";"Wisconsin";"161";"9";"3.00";"2.20";"128.02";"192159.23";"1418.53"
"528";"55059";"Kenosha";"Wisconsin";"53";"3";"";"3.50";"109.95";"143490.42";"1168.03"
"529";"55079";"Milwaukee";"Wisconsin";"295";"22";"3.67";"3.60";"84.95";"103633.33";"1135.01"
"530";"55109";"Saint Croix";"Wisconsin";"29";"5";"4.00";"2.90";"92.27";"167841.76";"1322.42"
"531";"55127";"Walworth";"Wisconsin";"42";"2";"3.00";"2.90";"96.51";"147551.34";"1280.21"
"532";"55133";"Waukesha";"Wisconsin";"112";"9";"4.00";"2.60";"129.38";"225754.27";"1649.27"
"533";"56021";"Laramie";"Wyoming";"42";"2";"2.00";"3.70";"128.30";"162250.63";"1290.12"
"534";"56025";"Natrona";"Wyoming";"36";"6";"3.00";"4.50";"121.18";"149943.46";"1127.71"
